9,安装 配件 太贵 支架 80 块 挂钩 50 块 接头 20 好多个 五金店 贵 好几倍 装好 300
17,未 安装 知名品牌 还好
21,热水器 不错 安装 师傅 材料费 好贵
26,东西 没用 东西 没用 东西 没用 东西 没用 东西 没用 东西 没用 东西 没用 东西 没用 东西 没用
34,bbc 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草 草草
42,热水器 挺 安装 人员 地道 明明 热水器 包装 里 垫片 收费 装完 收拾 发现
48,京东 服务 太 差
50,好用 没买 遥控
57,半个世纪
64,发货 倒 挺 委托 物流 送货员 不称职 货 甩 圆通 快递 语 打电话 问 说 十个 对不起 还好 检查 热水器 包装 勉强
66,机器 烧热 一会 热水 怎么回事
71,好用 物有所值
90,装上 没用
105,安装 师傅 认真负责 价格 透明 加热 速度 很快 保温 确实 差劲 不到 小时 水温 降 一半 真心 感到 失望
149,没装
161,热水器 牌子 省心
175,安装 贵 三角 阀麦 50 元 你家 黄金 八辈 祖宗 土匪 抢劫 出身 乱七八糟 300 块 电话 回访 屮
176,热水器 热得 很快 第二天 装上 收费 230 元
185,n n
192,热水器 送来 有个 坑 换 新
196,80 升 没货 吊顶 实在 不到 只好 买个 60 拆包 验货 说 冰箱 电视 空调 开箱 验 不准 赶上 电网 升级 家里 电 只好 师傅 走 楼梯 80 搬运费 师傅 累 100 评价 安装 追加 评论
204,还好 没装
214,热水器 不错 安装费 贵 点
261,说 史密斯 服务 很差 态度 很差 家里 本来 不漏水 搞 漏水 说 责任 看清楚 嘴脸
271,热水器 冲着 史密斯 牌子 买 感觉 60 升 两个 人洗
276,没用 安装 只用 两百多
280,好用 问 全胆 半胆 用电
286,点火 真心 冬天 一秒钟 嫌 冷
301,确实 省 电 牌子 热水器
307,A0 史密斯 电热水器 真心
331,再评
355,安装 师傅 经验 不太够 位置 门 冲突
356,安装 师傅 特别 负责人 公司 一再 电话 回访 n 电话 回访 三次 稍微 有点烦 n 师傅 推销 两件 资费 配件 买 师傅 一点 安装 打扫 n 安装费 总计 四十二 块 忙活 半天 赚少
361,安装 管件 花 300 够 贵 热水器 钱 售后 黑
367,挺不错 安装费 太贵 质量
382,嗷嗷
383,安装费 太贵
389,热水器 性价比
394,安装费 太贵 加 100 块 远程 费 真 明白 公司 消费者 掏钱 失望
398,家里 老人 买
410,感觉 水温 恒定 不冷 一会 冷
427,坏 太快 维修 太慢 今天下午 修好 垃圾
445,装修 备货
455,真的 好好 n 真的 好好 n 真的 好好 n
458,产品 没用
459,送货 态度 不好
469,热水器 看着 很漂亮
472,很漂亮 其他费用 太贵 远程 费 材料费 加 四五百 感觉 变相 坑人
473,京東 買 東西 北京 第一次 珠海 買 東西 沒 想到 送貨 速度 還是 之快 滿意 昨天 送來 還沒安裝
502,物流 给力 送 快递 服务态度 商场 买 便宜 热水器 史密斯
512,挺好用 安装费
522,送货 速度 没用 质量
533,安装 收费 太高 500 块
541,速热 功能 挺 安装费 贵 点 几十 公分 管子 要收 250 块
553,热水器 热得快 容量
564,多字 ...........
599,史密斯 服务态度 说 网上 买 活动 价买 挺贵
611,果断 差评 电热水器 安装费 四百五十 块 买 角阀 水管 逼 客户 买 安装工人 材料 建议 购买 品牌
640,热水器 下午 刚装 晚上 好多 热水 师傅 安装 专业
642,热水器 很大 一只 80L 够 全家 操作 简单 费电 功率
647,出水 真的 很快 夏天 开速 热 半桶 三分钟 洗 洗 压力
652,挺 一下子 买 三台 客户
671,史密斯 热水器 10 年 坏 买 服务 人员 师傅 真的 差劲 差劲 差劲
672,家里 装修 提前 买 东西 发过来 撞坏 二个月 发现 退换货 完 申请 电话 客服 跟进 进度 一遍 一遍 打电话 问
679,................................................
706,热水器 买 AO 史密斯 安装 收费 费用 吐槽 快递 员 送货员 打电话 说 40 分钟 外边 办事 回到 新装修 房子 里 迟到 20 分钟 打电话 说 小区 客户 接受 体谅 嘱咐 吃 中午饭 小区 先送 我家 我家 楼 小区 入口处 迟到 半小时 打电话 先送 小区 楼 客户 讲信用 守时 体谅 快递 人员 不让 错 活该 小时 我家 人到 送 货车 停 楼门口 连人 带车 拽 空房子 里 干 饿 小时 投诉 好几遍 强词夺理 错 送货 麻烦 规划 时间 行不行
707,安装 没用 发表
710,价格便宜 量 足 n n 史密斯 安装 材料费 太贵 两百多 块 好像 n 卖 热水器 赚钱 就行了 安装 赚 一部分 n
714,担心 事 解决
716,商品质量 不错 京东 送货 速度 很快 厂家 时 安装 师傅 服务态度 太 差 很装 13 我家 电源 电源线 拉好 接 电源 接 花 几分钟 安装 师傅 耽误 时间 墙上 打孔 打透 安装 师傅 说 没带 长 钻头 难为 父母 说 加 80 块钱 弄 父母 说 50 行不行 安装 师傅 走 父母 无奈 80 块钱 欺负 老人 算 本事 厂家 打电话 投诉 凭良心说 热水器 安装 师傅 服务态度 接受 花钱 请人 安装 请 大爷 客气 当回事 投诉 安装 全 一共 花 770 算上 单独 80 元 说实话 贵 艾欧 史密斯 热水器 公司
724,老牌子 没得说
727,本来 卫生间 安装 想 退货 卫生间 80 升用 12 年 想 想 正好 买 新 换 换 完 舒服 电脑 显示 温度 不错
729,收费 不合理 贵
730,东西 安装 次 第一次 感觉 专业 安装 差点 退货 第二次 专业 服务
745,说好 双立人 刀 送
749,好用
763,热水器 很大 不愧 专业 做 热水器
782,确实 高档 气派 昨天 安装 降 200 实在 无语 一点 确实 耗电 只能 加热 半小时 承受 电费
783,很大 热水器 洗澡 够
786,热水器 真的 安装 师傅 特别 差 家里 弄 巨乱
788,说好 双立人 年 延保
805,看着 行
811,很赞 热水器 简单 好用 摇控器
825,安装 师傅 天 挺 装上 教 热水器 再也 不用 担心 煤气中毒
834,感觉
840,N 次 买 质量 过关 返修率
841,n n n 还成 服务到位
845,服务态度 东西 没用 完 评价
864,帮别人 买 ..........
868,热水器 家里 装修 安装 没用 好不好
877,下回分解
879,热水器 水热 快得多 服务
891,haohaohaohaohaohaohaohaohaohaohaohao
919,前人种树 后人 完凉 种花 n n n 手机 流量 速度 有限 n n 晒 最想 泄 压阀 流水 n n 感觉 行 有个 导流 不让 水 滴下来 不想 沿墙 流下来 定期 手动 倒掉 点 加热 泄压阀 流出 水 n n 高级 点 感觉 放到 埋进 墙 PVC 导流 软管 放到 地漏 感觉 怪怪的 n
932,还好
955,服务 真心 没得说 货 没用
961,热水器 没用过 负责 安装 师傅 态度 收费
995,买来 坏 换
1003,安装 想象 中 差点 短胖 安装 小心 碰 碰 小坑
1013,送货 上楼 废话 特别
1033,奶奶家 装修 买
1034,整机 没带 说明书 保修卡 导致 后果 接 电通 水后 未 排掉 多余 空气 导致 干烧 显示 E3 故障 提示 上网 查到 原因 包装 里 配 泄压阀 两个 挂钩 大件 东西 懒得 退来 换 嫌 麻烦 组装 上墙 启用 装 水管 接 插板
1063,东西 感觉 不错 n 可惜 厂家 改道 水管 n 不好 安装 n 外面 找 好多 水工 n 说 设备 安装 水 管道 n 只好 退货 n 退货 服务 人员
1073,真的 好用 这是 第二次 买 家里人
1080,没用
1082,热水器 挺 电
1084,发货 挺快 没用 追评
1109,热水器 体积
1113,热水器 认 第三个
1119,差到 爆 说好 送 浴巾 送 热水器 双 11 订 送 热水器 浴巾 沟通 无数次 每次 说 送过来 大半个 见到 东西 京东 服务 办法 形容 太差 投诉 投诉 次 解决 条 浴巾 不值 几个 钱 讲个理 说好 东西 说 写
1124,单位 买 牌子
1126,操控 热得 很快 挺
1142,还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好 还好
1149,安在 卫生间 超棒
1172,打电话 说 一星 差评 真的 想 说 一百元 送货 费 真的 实在 不好 谢谢
1178,送货 很快 这么久 没用 挺
1193,n n 没装
1194,zhekaungbucuo jiageshihui
1203,装修 搞完 买 装修 完 再装 物流 特快
1237,价格 贵 安装费 收 四百多 后悔 买 时 评价
1251,商品 只不过 安装 费劲 安装费 好贵 总体 感觉 还好 功能 挺 胖
1258,安装费 450 贵 材料 四百 坑
1264,商品 妹子 家里 装 本来 想 装 墙面 结构 不行 办法 安装 只好 忍痛 退货 遗憾 售后服务
1273,感觉 AO 特别 贵 特价 马马虎虎 买 一台
1279,东西 不错 关键 一点 明白 开着 浪费 电 关 开 浪费 电
1285,燃气
1292,安装 师傅 说 地漏 只好 退
1320,AO 史密斯 售后 安装 人员 态度恶劣 找 理由 不肯 安装 临走 霸气 说 打电话 投诉 预计 安装时间 晚 天不说 神经病 安装工 无力 吐槽
1362,按装 人抱 不动 装完 追评
1380,AAAAAAAAAAAAAAAAAAA
1384,公司 宿舍 里 说 还行
1387,抬上 抬 下装 半天 发票
1402,安装 牌子 错
1409,服务 有店 贵
1410,送货 原先 网页 显示 时间 慢 天 双 11 爆仓 理解 送货 师傅 不肯 送 上楼 就让 难办 妈 力气 搬 上楼 师傅 抱怨 几句 送 上楼 安装 师傅 态度 挺 安装 本来 说太忙 两天 安装 晚上 天快 黑 收 点 材料费 贵 总体 服务 赞
1421,一款 热水器 好用
1424,安装 时 花洒 位置 晕倒 花洒 挂上去 喷水 就会 淋到 热水器
1428,三星 送 完 两天 降价 价保
1430,买 不说 安装 地线 买 嫌远 不肯 找 借口 说 地线
1438,没用 价格 贵 送货 很快
1448,性价比 热水器
1468,认准 史密斯 老牌子 热水器
1476,感觉 牌子 热水器 不错 没用
1489,热水器 质量 安装 太贵
1500,安装费 贵 点
1508,师傅 挺坑 骗 买 件
1511,帮 家人 买 一款 热
1512,.........................................
1514,送货 不知 质量
1519,60 升 好彩 买 80 升 退货
1564,热水器 牌子
1574,质量 一如既往 家里 买
1584,老牌子 用用
1586,热水器 质量 肯定 价格 摆着 售后 收钱 原因 说 太 偏 品牌 收费
1588,体积小 热得快 声音 轻
1597,热水器 买 史密斯
1604,史密斯 热水器 感觉 质量
1605,挺 失望
1612,牌子 买回去 安装 省心 后悔 配件 掏钱 买 安装 麻烦 死人
1645,家里 刚刚 安装 史密斯 热水器 听说 送 水壶 晒
1652,斯密斯 热水器
1653,热水器 洗澡
1667,宝贝 试过 装 楼 水压
1676,东西 送货 迟到 一个多 小时
1677,热水器 性价比 高
1680,想象 一点 大小 家里 远 动手 安装 一会 挂 烧水 速度 挺快 暂时 没用 洗 多久 过后 追评
1700,想像中
1743,插座 纠结 两天 一段时间 不错 电 费用
1748,热水器 调节
1753,装修 备货 ---------------------
1760,家里 史密斯 热水器 很多年 坏过 热水 买 箱子 里 全配 花洒 花洒
1765,..........
1772,速热
1781,快递 员 送 上楼 给力
1786,没用 行 试 行
1792,尼 玛 写 半天 写给 赠品 浴巾 发 家里 AO 史密斯 热水器 老家 父母 燃气 热水器 坏 十多年 没用 天然气 液化 石油气 买个 电热水器 省事 东西 出人命 目前为止 电热水器 买 AO 史密斯 专注 品牌 做 东西 质量 可靠 n n 情况 双胆 加热 相对来说 更省 电些 60L 东北 冬天 得开 水流 建议 东北 80L
1796,热水器 没用 商家 售后 力 安装 给力
1798,老妈 买 说 挺
1802,暂时 没用 家里 装修 上门 安装 快递 很快 服务态度
1820,昨天早上 送货 今天下午 安装 晚上 洗澡 没话说 想 买 热水器 赶紧 下手
1828,送货 速度 真心
1833,送货 师傅 审核
1835,刚刚 热水器
1840,热水器 父母 挺
1845,不好 不好 超级 不好 收到 货 安装 师傅 辛辛苦苦 安装 坏 压根 工作 师傅 超级 负责 态度 超好 技术 精熟 份 铁定 差评 浪费 白天 时间 师傅 半天 时间 麻烦 师傅 跑来跑去
1849,自提 发现 石家庄 大库 真的 很大 库存 给力
1871,挺好用 .....
1884,暂时 发现
1893,水温 控制 舒服
1898,热水器
1902,快递 师傅 扛 楼 怨言 态度 超好 热水器 开箱 安装 时 开
1906,家里 卫生间 买
1914,热水 很快 夏天 烧好 一桶 够 好几个 人用
1917,真的
1936,刚装 试 感觉 挺
1945,很棒 热水器 强
1953,热水器 安装 只收 60 管子 钱
1959,质量 一会 热 很快
1980,短粗 型 热水器
1982,暂时 想 试试 感觉
2000,新房子 装修 中 没用 过后 评价
2016,搞 活动 买 没用 不知 质量
2020,热水器 史密斯
2021,只能 说
2022,很棒 热水器 史密斯
2029,asdasdwdsadwaasdwdsadw
2039,亲戚 朋友 史密斯 热水器 说 挺好用
2042,安装 费用 贵 星
2076,半个世纪
2084,搞 活动 真的 便宜 热
2093,送货 速度 很快 安装 块 感觉 安装费 贵 点 明码标价
2111,没用 说 .....
2132,师傅 水温 稳定 热水器 热水器 一如既往
2133,热水器 装 棒极了
2149,服务 行 十来天 漏水 派
2150,热水器 安装费 一点 贵
2167,家里 父母 家装 退
2176,cfhjnhfd
2196,摇控 多点 钱要 买 摇控 后悔
2198,家里 买 n
2199,热水器 服务 师傅 非常感谢
2206,厕所 卫生间 空间 太小 装不下 史密斯
2211,看着 几天 发现 洗澡 温度 下降 挺快
2220,挺好用 还会 买
2228,妈妈 妈 电器 想 半个世纪
2235,没用
2238,机器 安装 时 辅材 收费 太高 卖 机器 卖辅材
2241,售后 安装 效率 态度 真的 买 热水器 史密斯
2281,安装费 太贵 热水器
2292,老牌子 信 单位 买 没用
2304,史密斯 热水器 热水器 中 战斗机
2327,没用 活动 先 囤货 回头 追加
2335,挺 发现
2349,恒温 真的 不错 五天 回来 三十多 度
2356,快递 速度 服务态度 产品质量
2369,服务 花点 钱
2376,点 热水器 史密斯 名牌 买 买
2381,没用 评价
2392,史密斯 真的 售后服务 挺
2397,刚装 没用
2400,感觉
2403,安装费 太贵 300
2411,家里人 说
2426,没用 装修 速度 服务
2431,买
2436,热水器 安装 材料费 好贵 家花 800 不算 拆 吊顶 改线 费用 装好 说
2451,J8 玩意儿 到货 降 100 块 太 垃圾 价格 忒 不靠 谱
2453,一款 热水器 贵 点
2456,送货 要赞 完 售后 第二天 装 收费
2462,买来 坏 售后 安装 发现 坏 说 换货 n 安装费 安装费 n 这回 下次 安装费 n
2476,奇怪 热水 输出 率 阿里斯顿 海尔 低
2477,真的
2480,挺 挺快 上午 送 下午 装好
2481,牌子 贵 一倍 不太值
2529,热水器 水量 很大 够 全家人 速热 太好了
2540,家里 装修 刚装 没用
2546,刚装 师傅 说 中奖 电路板 坏 语 说换 ....... 等待 中 .......
2549,挺好用 挺好用 挺好用 挺好用 挺好用
2555,款 热水器 装上去 很大 加热 速度 出水量 很大 安装 材料费 50 元 远程 费 真的 不好
2558,没用 希望
2562,帮 同事 买
2577,送货 预约 安装 热水器 没用
2582,插座 看不出
2600,热水器 上门 安装 收费 不怎么样
2605,装好
2644,一如既往
2653,未 追评
2654,加热 个头 适合 我家 小户型 安装 师傅 还给 我省 钱
2658,省 电 实用性 号 贵
2661,还行 还行 还行 还行
2671,加热 很快 再也 太久
2682,热水器 占 地方 顶子 里装 一小部分 安装 师傅 收费
2706,挺 送货 没用 好用 不好
2715,送货 速度 安装 材料 贵 建议 事先 网上 买好 活接 三角 阀 活接 若干 安装工人 龙胜 网上 买 PPR 水管 情况 长度 取水 水 管接头 热水器 距离 两倍 材料 安装工人
2721,热水器 安装 师傅 打洞 塑料袋 地面 脏 装 晚上 十点 半多 急躁 告诉 热水器 加热 十分钟 30 多度 47 度
2739,老款 机械 版 行
2749,东西 不错 价格 快递 小哥 送货 告诉 送 浴巾 弄 丢 郁闷 着急 退货 希望 解决 纠缠 毛巾 说好 算 话
2750,架子 200 安装费 贵 便宜
2752,送货 师傅 说 长得 很帅 热水器 没用 有待 考量
2768,安装 退货 AO 史密斯 师傅 真不错 半天 主意 还试 半天 不像 海尔 安装 师傅 箱子 拆 办法 不想 说 太 勉强 估计 安不上 拉走
2787,热水器 不错 安装 人员 专业 负责 物流 搞 郁闷
2789,水 温度 准确
2790,速热 挺好用 60 升 体积
2802,装上 没用
2820,没用 牌子 听说 史密斯 售后
2829,通了 电 没试 水
2834,浴巾 没送
2839,线 不通 师傅 安装 淋浴 喷头
2845,给力 给力 给力 给力 给力 给力
2848,肚子 鼓鼓的
2851,送货 没得说 质量 一有 换货 慢 牛 好歹 上市公司 售后 搞
2852,房子 装修 中 外形 不太 满意 短粗 建议 买长 一点 好些
2874,爸妈 买 卫生间 装修 用后 追加
2882,史密斯 热水器 质量 无可挑剔
2905,热水器 热水 热 很快 全家 三人 洗完 水温 60 度 安装 材料费 400 元 贵 n n
2925,热水器
2931,热水器 出水量 很大 感觉 水压 洗澡 舒服
2934,没用 上门 安装 师傅
2936,热水器 挺 安装费 太贵 比装 空调 贵 装 空调 生命危险 一身 汗 一百多 热水器 贵 特意 买 个角阀 200 块钱
2937,不错 买 机械 大部分 情况 不用 调节 无聊 功能 没用 价格便宜
2941,装 未 开 挺不错 材料费 贵
2952,装好 没用 师傅 服务
2963,安装 师傅 收费 过高 热水器 2300 安装费 500 太坑
2964,史密斯 热水器 质量 超好
2965,没用
2998,快递 服务 热水器 没用 用后 追加
3000,终于 史密斯 热水器
3004,还木有 装修 未裝
3007,安装 费用 百多 心疼
3011,热水器
3023,占 空间 很小 看重 一点
3025,包装 完好 上门 安装 师傅 态度 进门 自带 鞋 套套 倒杯水 一再 拒绝 材料 一点 露出 神态 一再 关照 装 管子 要放 热水器 里 气 通电 烧水 热水器 只用 短 时间 水温 烧 度 一点 不太好 关掉 水温 用水 时间 长 热水 多久
3049,只得 热水器
3075,送货 太 麻烦 地方 找 不到 车子 停 远 接
3093,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
3110,牌子 稍微 安装 费劲
3115,不好 牌子 不用
3134,牌子 师傅 负责 试
3145,家里 地方 装 能装下 安装费 330
3146,暂时 发现 不良现象
3149,安装费 太贵
3162,史密斯 热水器 热 特别
3214,买 一台 电热水器 一台 燃气 热水器 感觉
3225,买 没货 水量 够用 热
3226,特意 买 机械 主板 AO
3249,热水器 加热 速度 声音 比较满意
3254,热水器 挺 送货
3292,听说 史密斯 热水器 一辈子 打算 试试
3324,买 没说 不好
3329,热水器 不错 速热 质量 安装 师傅 热情 物流 送货 太慢 答应 十二点 一托 拖 三点 半才 太 守时
3345,赶上 优惠活动 一款 热水器
3358,小是 直径 点 家里 放
3392,师傅 超好 耐心 煤气 热水器 龙头 改造 电热水器 材料 买 怨言
3394,热水器 安装 效果图
3403,质量 过得硬 硬 硬
3417,赶上 活动 买
3431,没用 装上
3434,交了 400 材料费 没用 不错
3458,經安裝 完畢
3471,顶顶顶 顶顶顶 顶顶顶 顶顶顶 顶顶顶 顶顶顶 顶顶
3487,烧 时间 长 后悔 买电
3511,家里 牌子
3531,冲着 牌子 家里 这款
3538,质量 没用 先 晒晒
3605,热水器 师傅
3655,热水器 我家 搬家 买 牌子 放心
3666,空间 利用 热水器 适合 小户型 户型 卫生间 房子
3667,给力 热水 洗 舒服 加热
3690,热水器 加热 说 10 分钟 洗澡
3705,感觉 安装费 300 贵
3718,热水器 水量 很大 安装 费用 高 随便 几根 管子 收取 三百多元 郁闷
3723,热水器 我家 奥特朗 热 太 费电 买 史密斯 失望 省 电 15 分钟 60 度 安装 混 水阀 材料 太 次 噪音 换 九牧 完美
3729,行 开 专用发票 麻烦
3747,有没有 试
3752,ooooooooooooooooooooooooooooooooooo
3760,刚买 完 降价 300 真吭
3761,没用 感觉 不错 n n
3764,先不说 热水器 服务态度 太好了 冷天 门口 半小时 见到 我后 半点 怨言 依旧 真心 出谋划策 下次 还选
3771,买 ao 热水器 送 浴巾 质量 一般般 n
3775,帮 朋友 买 说 还好
3777,发现 安装费 实在 太贵 800 多块 超乎 想象 评论 中 24 小时 热水 基础 加装 安装费 离谱 不买
3786,昨天 刚装 第一次 打电话 说 明天 来装 没人来 装 第三天 打电话 说 任务分配 错 昨天 装好 说 免费 材料费 太贵
3794,产品质量 有待 可恶 上门 安装 服务 太差 预约 迟迟 不见 一怒之下 安装 .... 挥一挥 锤子
3828,牌子 没用
3833,挺好用
3843,墨迹 天 火 弄 机器 力
3844,热水器 真的 挺不错 水压 出水
3849,太难 安装费 贵 离谱
3853,热水器 一如既往
3862,发票 安装费 材料费 太高 收 钱 说 天送 发票 一去 回头 骗子
3871,售后服务 收费
3876,送货 服务 不好 听 难听 物流 死 天经地义
3877,收 两个 阀门 钱 早说 市场 买
3879,送货 运送 过程 失误 水箱 一侧 瘪 一块 影响 换 东西 还行
3881,美中不足 起码 网上 说 材料费 路费 安装 免费 材料 收费 说
3885,热水器 热水器 热水器
3893,买 热水器 要选 史密斯 物有所值
3895,这是 不太 愉快 购物 说 热水器 刚装 减压阀 流水 滴水 说 水压 水压 水 管接头 渗水 装 两天 搞好 说 是因为 水压 罐子 渗 管子 不渗 金属管 渗 说 渗水 塑料管 换成 金属管 换成 左邻右舍 电热水器 我家 水压
3899,买 热水器 吊顶 装好 冷热水 口 固定 师傅 变 几次 颈 装上
3912,好大 烧 半桶
3913,打牌 打牌
3915,行 热 水 洗 就行了
3918,热水器 老牌子 行
3921,安装 师傅 太特 差劲 买 两台 第一次 安不买 喷头 装 不好 第二次 每台 安装 零件 320 元 买 喷头 说 地区 零件 第二家 卖 打电话 投诉 安装 师傅 开 零件 清单 实体店 找人 用不上 刚刚 安装 完 零件 买 不到 100 块钱
3925,不好 不好
3928,不到 半年 报废 拖 把头 底盘 内部 破裂
3930,感觉 行 一段时间
3932,好用 热水器 上次 京东 商城 买 阿里斯顿 太 上次 阿里斯顿 两年 坏 修 上次 热水器 加热 太慢 安装费 太贵 说 免费 安装 只收 材料费 材料 买贵 好几倍 花 多太黑 修 保修 一年 修 新 热水器 钱 买 安装 安装 电话 不通 着急 安装 一分钱 花
3933,阿里斯顿 安装 电话 不通 着急 安装
3934,送货 挺快 京东 差劲 屏蔽 信息 不让 做 评论
3958,没用 等待 中
3965,电热器 看着 快递 准时 说好 16 号 16 号
3968,第二次 史密斯 热水器 始终 失望
3990,店里 便宜 送货 挺快 没用
3991,安装 比苏 SN 要贵 一点 下次 SN 不让 屏蔽
3995,没用 两个 够用
4010,追评
4012,安装费 三百 实在 贵 市场 太 混乱 安装 人员 素质 低 特别 看人行事 只想 挣钱 热水器
4031,没装 肯定 n
4050,看着
4062,说好 浴巾
4068,担心 外国 牌子 安装 证实 想
4070,价格合理
4071,第三次 买
4078,没用 评价
4093,看着 安装 材料费 太贵 太贵 强烈建议 安装 材料费 调整
4105,20 分钟 热水
4110,一如既往 号
4119,热水器 不错 安装 乱收费 装装 投诉
4123,质量 热水器 家里 买 第二天 史密斯
4124,品牌 质量 售后 安装 实在 太 差 态度 差 大爷 投诉 差评
4133,.............
4141,确实 省 电 后悔 没卖个 大点 冬天 水
4143,挺好用
4153,安装费 接近 400 小贵 实体店 谈好 估计 价了 热水器 好用 说
4158,装上 未 评价
4181,买 两个
4186,东西 力 安装 太 坑人 东西 装 不装 试 强盗
4193,刚装 看着 挺不错 不知
4196,几好 挂 仲未装
4205,赠品 污点
4216,号
4226,挺不错
4228,热水器
4272,热水器 售后 人员 耐心
4286,第二台 1858 买 第一台 年 坏
4292,热水器 服务周到 配件 贵
4306,用过
4310,暂时 发现 师傅 仔细
4311,装修 没完 热水器 挺 漂亮 安装 师傅 认真负责
4312,出水 效率高 点火 功能齐全
4313,史密斯 热水器 不错 承重墙 师傅 挂 支架 弄 半天 攒 师傅 服务态度
4324,热水器 容量 卖家 服务周到 打电话 售后 询问
4325,热水器 容量 卖家 服务周到 打电话 售后 询问
4363,ET300J 50 电热水器 50 升
4364,挺 热 挺快
4371,....................
4382,房子 牌子 换 房子 史密斯
4390,家里 买 认准 牌子
4394,用过 史密斯 热水器 新房 装修 还选 史密斯 热水器
4414,安装 先 告诉 钱 安装费 真 坑人
4421,遥控 老人
4425,未 安装 不知 好不好
4451,热水器 搞 活动 买 听说 电热水壶 送 等待 中
4486,刚装 试了试 挺好用
4515,热水器 上门 安装 给力
4516,前天 订 昨天 装 n 爽 n
4520,装修 完 看着 挺不错
